ID_Transacao,Data_Venda,ID_Cliente,Nome_Produto,Categoria_Produto,Valor_Unitario,Quantidade,Localidade_Venda,Metodo_Pagamento,Status_Pedido
TRX003495,09/04/2025,CLI00593,"Smart TV 50""",Eletrônicos,"R$ 1.705,74",2.0,São Paulo/SP/Brasil,pix,Devolvido
TRX000784,2025-02-16,CLI00955,Liquidificador,Casa,"R$ 425,24",3.0,BRASÍLIA - DF,Boleto,Devolvido
TRX005141,01-10-2025,CLI00948,Jogo de Panelas,CASA,635.39,3.0,RIO DE JANEIRO - RJ,Cartao de Debito,Concluido
TRX004959,2025-12-21,CLI00745,Kit Cama,Casa,958.05,2.0,Salvador/BA/Brasil,PIX,Devolvido
TRX002081,2025-10-30,CLI00739,Caixa de Som,Eletrônicos,"R$ 1.067,53",4.0,Recife/PE/Brasil,Boleto,concluido
TRX004796,11-20-2025,CLI01033,Jogo de Panelas,Casa,1169.01,5.0,RIO DE JANEIRO - RJ,cartao de credito,Devolvido
TRX002933,2025-10-24,CLI00230,Tapete de Yoga,Esporte,2608.29,4.0,São Paulo/SP/Brasil,Cartao de Credito,Em Processamento
TRX004350,05-07-2025,CLI01144,Jogo de Panelas,Casa,1846.03,4.0,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Devolvido
TRX004352,07-10-2025,CLI00551,Corda de Pular,Esporte,"R$ 2.967,50",3.0,Fortaleza/CE/Brasil,Cartao de Credito,Cancelado
TRX005133,10-24-2025,CLI00319,Bicicleta Aro 29,Esporte,1119.72,5.0,Manaus/AM/Brasil,Cartao de Credito,Concluido
TRX002504,12-11-2025,,Kit Cama,Casa,"R$ 1.955,41",1.0,Rio de Janeiro/RJ/Brasil,,Em Processamento
TRX003350,10-20-2025,CLI00576,Tapete de Yoga,Esporte,"R$ 2.681,85",4.0,Belo Horizonte/MG/Brasil,cartao de credito,concluido
TRX004795,23/10/2025,CLI00388,Calça Jeans,Moda,2373.55,4.0,Brasília/DF/Brasil,Cartao de Debito,Em Processamento
TRX001616,06-20-2025,CLI00189,Vestido Casual,Moda,"R$ 1.256,40",2.0,Fortaleza/CE/Brasil,pix,Em Processamento
TRX004245,2025-08-14,CLI00718,Luminária LED,Casa,2418.88,3.0,RIO DE JANEIRO - RJ,Boleto,Cancelado
TRX002956,24/05/2025,CLI00523,Biografia,Livros,1566.64,1.0,Belo Horizonte/MG/Brasil,cartao de credito,Em Processamento
TRX000394,2025-10-17,CLI00246,Caixa de Som,Eletrônicos,2238.72,5.0,Curitiba/PR/Brasil,pix,Cancelado
TRX002472,21/03/2025,CLI00517,Liquidificador,CASA,"R$ 1.708,15",2.0,Fortaleza/CE/Brasil,Cartao de Debito,Cancelado
TRX003672,2025-11-14,CLI00763,Smartphone X10,Eletrônicos,"R$ 2.967,39",2.0,Curitiba/PR/Brasil,pix,Concluido
TRX000094,2025-04-03,CLI01079,Luminária LED,Casa,2848.95,3.0,Recife/PE/Brasil,Boleto,concluido
TRX005718,2025-04-15,CLI00384,Livro Infantil,Livros,"R$ 2.419,51",5.0,Rio de Janeiro/RJ/Brasil,Boleto,Devolvido
TRX003025,2025-03-13,CLI00050,Quadrinho Clássico,Livros,1931.19,1.0,Curitiba/PR/Brasil,Cartao de Debito,Em Processamento
TRX000764,2025-08-08,CLI00940,Kit Cama,Casa,1068.01,1.0,Brasília/DF/Brasil,Cartao de Debito,Cancelado
TRX005098,04/09/2025,CLI00320,Corda de Pular,Esporte,1882.19,4.0,São Paulo/SP/Brasil,PIX,concluido
TRX002901,09/07/2025,CLI00339,Caixa de Som,Eletrônicos,"R$ 1.081,21",5.0,Salvador/BA/Brasil,Boleto,Devolvido
TRX002955,2025-10-15,CLI00154,Camiseta Básica,Moda,"R$ 686,83",3.0,Brasília/DF/Brasil,pix,Cancelado
TRX002575,2025-03-02,CLI00656,"Smart TV 50""",Eletrônicos,366.52,5.0,Manaus/AM/Brasil,pix,Em Processamento
TRX003434,31/05/2025,CLI00203,Bola de Futebol,ESPORTE,1677.66,5.0,Fortaleza/CE/Brasil,pix,Concluido
TRX001363,2025-03-04,CLI00025,Tapete de Yoga,Esporte,3364.73,4.0,São Paulo/SP/Brasil,cartao de credito,Concluido
TRX005080,22/02/2025,CLI00126,"Smart TV 50""",ELETRÔNICOS,"R$ 1.984,99",3.0,Brasília/DF/Brasil,cartao de credito,Concluido
TRX003658,2025-10-20,CLI00017,Fone Bluetooth,Eletrônicos,79.24,5.0,Brasília/DF/Brasil,cartao de credito,Devolvido
TRX001845,11-03-2025,CLI00423,Tênis Esportivo,Moda,2207.51,1.0,BELO HORIZONTE - MG,PIX,Cancelado
TRX001039,2025-02-24,CLI01058,Bola de Futebol,Esporte,"R$ 3.019,08",3.0,Rio de Janeiro/RJ/Brasil,Cartao de Credito,concluido
TRX005954,06-20-2025,CLI01045,Camiseta Básica,Moda,"R$ 2.549,95",4.0,CURITIBA - PR,cartao de credito,Concluido
TRX000466,2025-02-21,CLI01007,Kit Cama,Casa,3034.56,3.0,São Paulo/SP/Brasil,PIX,Cancelado
TRX005685,2025-09-30,CLI00574,Quadrinho Clássico,Livros,3199.83,3.0,Belo Horizonte/MG/Brasil,Cartao de Debito,Concluido
TRX003978,12-11-2025,CLI00448,Quadrinho Clássico,Livros,"R$ 1.055,99",1.0,FORTALEZA - CE,cartao de credito,Devolvido
TRX002272,2025-10-12,CLI00007,Smartphone X10,Eletrônicos,"R$ 1.534,48",2.0,MANAUS - AM,PIX,concluido
TRX000692,2025-05-08,CLI00566,Livro Técnico Python,Livros,"R$ 1.418,38",2.0,PORTO ALEGRE - RS,pix,Concluido
TRX000562,10-15-2025,CLI00344,Camiseta Básica,Moda,"R$ 2.792,28",1.0,Curitiba/PR/Brasil,Boleto,Devolvido
TRX005745,04-30-2025,CLI00998,Halteres 5kg,Esporte,791.10,4.0,PORTO ALEGRE - RS,pix,Em Processamento
TRX000186,09/03/2025,,Notebook Prime,ELETRÔNICOS,"R$ 1.825,26",2.0,Manaus/AM/Brasil,Cartao de Credito,Concluido
TRX004348,01-21-2025,CLI00818,Camiseta Básica,MODA,90.04,2.0,Belo Horizonte/MG/Brasil,PIX,Concluido
TRX001045,2025-02-21,CLI00014,"Smart TV 50""",Eletrônicos,"R$ 597,13",5.0,Porto Alegre/RS/Brasil,cartao de credito,Devolvido
TRX001502,02-10-2025,CLI00632,Tênis Esportivo,Moda,2957.95,2.0,SALVADOR - BA,Cartao de Debito,Cancelado
TRX002705,10-31-2025,CLI01178,Calça Jeans,Moda,"R$ 617,63",2.0,MANAUS - AM,PIX,Cancelado
TRX001733,10-11-2025,CLI00705,Corda de Pular,Esporte,"R$ 2.824,34",2.0,Recife/PE/Brasil,PIX,Cancelado
TRX001087,28/09/2025,CLI00987,Kit Cama,Casa,67.04,2.0,Rio de Janeiro/RJ/Brasil,Cartao de Debito,Concluido
TRX003800,02-04-2025,CLI00403,Kit Cama,Casa,1460.38,5.0,Fortaleza/CE/Brasil,Boleto,Em Processamento
TRX000222,04-27-2025,CLI00199,Jaqueta Corta-Vento,MODA,"R$ 541,69",1.0,Manaus/AM/Brasil,Boleto,Devolvido
TRX005729,2025-09-04,CLI00266,Romance Best-Seller,Livros,"R$ 2.429,66",1.0,Porto Alegre/RS/Brasil,Cartao de Debito,Cancelado
TRX005709,03-27-2025,CLI00494,Biografia,Livros,823.88,1.0,Salvador/BA/Brasil,cartao de credito,Cancelado
TRX000066,03-12-2025,CLI00390,Aspirador de Pó,CASA,778.23,3.0,Manaus/AM/Brasil,Cartao de Debito,Concluido
TRX000970,12-19-2025,CLI00632,Quadrinho Clássico,Livros,2124.46,5.0,Porto Alegre/RS/Brasil,pix,Devolvido
TRX003342,2025-08-08,CLI00990,Camiseta Básica,Moda,3200.29,3.0,FORTALEZA - CE,Cartao de Credito,Devolvido
TRX000158,07-16-2025,CLI01155,Halteres 5kg,Esporte,1057.98,1.0,Recife/PE/Brasil,pix,Concluido
TRX003652,10-18-2025,CLI00783,Livro Técnico Python,Livros,"R$ 2.313,64",3.0,Porto Alegre/RS/Brasil,cartao de credito,Cancelado
TRX001563,2025-01-03,CLI00735,Livro Infantil,LIVROS,1157.31,3.0,Recife/PE/Brasil,cartao de credito,Cancelado
TRX005020,2025-01-08,CLI00164,Aspirador de Pó,Casa,1170.32,5.0,Porto Alegre/RS/Brasil,Cartao de Debito,Devolvido
TRX003568,12/12/2025,CLI00365,Vestido Casual,Moda,2719.53,1.0,São Paulo/SP/Brasil,PIX,Devolvido
TRX005682,2025-12-16,CLI00745,Vestido Casual,Moda,2583.84,1.0,Porto Alegre/RS/Brasil,Cartao de Credito,Devolvido
TRX001893,24/05/2025,CLI00496,Aspirador de Pó,CASA,686.18,2.0,BELO HORIZONTE - MG,Boleto,Concluido
TRX005096,2025-10-04,CLI00342,Fone Bluetooth,Eletrônicos,499.62,2.0,BRASÍLIA - DF,PIX,Cancelado
TRX003086,01/04/2025,CLI00484,Jaqueta Corta-Vento,Moda,"R$ 395,26",3.0,MANAUS - AM,PIX,concluido
TRX003124,05-16-2025,CLI00032,Livro Infantil,Livros,1363.83,1.0,SALVADOR - BA,PIX,Cancelado
TRX004101,02-16-2025,CLI00998,Biografia,Livros,"R$ 211,53",1.0,Recife/PE/Brasil,,concluido
TRX000600,23/09/2025,CLI01115,Smartphone X10,Eletrônicos,1282.01,3.0,Brasília/DF/Brasil,,Devolvido
TRX002643,14/01/2025,CLI00755,Luminária LED,Casa,555.66,2.0,Manaus/AM/Brasil,Boleto,concluido
TRX005683,2025-12-12,CLI00742,Liquidificador,Casa,"R$ 3.239,85",3.0,RECIFE - PE,pix,Devolvido
TRX000032,01/09/2025,CLI01034,Tapete de Yoga,Esporte,"R$ 2.150,09",4.0,Salvador/BA/Brasil,pix,Cancelado
TRX000566,11/07/2025,CLI00255,Tapete de Yoga,Esporte,"R$ 88,93",2.0,SÃO PAULO - SP,cartao de credito,concluido
TRX001673,29/10/2025,CLI00791,Quadrinho Clássico,Livros,"R$ 3.257,28",3.0,Recife/PE/Brasil,PIX,Devolvido
TRX002655,22/08/2025,CLI00486,Quadrinho Clássico,Livros,1699.55,4.0,FORTALEZA - CE,cartao de credito,Concluido
TRX000402,2025-12-01,CLI01099,Romance Best-Seller,Livros,1612.42,5.0,CURITIBA - PR,Cartao de Credito,Concluido
TRX001023,01-09-2025,CLI00756,Livro Infantil,Livros,1137.92,4.0,Fortaleza/CE/Brasil,pix,Em Processamento
TRX000178,22/04/2025,CLI01113,Tapete de Yoga,Esporte,413.01,5.0,Rio de Janeiro/RJ/Brasil,Cartao de Credito,concluido
TRX003019,07-24-2025,CLI00271,Jogo de Panelas,Casa,3049.34,5.0,MANAUS - AM,Cartao de Debito,Cancelado
TRX005188,21/05/2025,CLI00695,Kit Cama,Casa,2635.15,2.0,FORTALEZA - CE,cartao de credito,concluido
TRX005157,2025-12-01,CLI00351,Fone Bluetooth,Eletrônicos,766.27,3.0,Recife/PE/Brasil,cartao de credito,concluido
TRX002875,12/09/2025,CLI01140,Biografia,Livros,609.56,2.0,Manaus/AM/Brasil,Cartao de Debito,concluido
TRX004359,11-04-2025,CLI00082,Caixa de Som,Eletrônicos,"R$ 355,71",2.0,Manaus/AM/Brasil,pix,Devolvido
TRX000626,05-21-2025,CLI00139,Liquidificador,Casa,"R$ 3.189,31",1.0,FORTALEZA - CE,Boleto,Devolvido
TRX005919,2025-09-06,CLI00738,Tapete de Yoga,Esporte,1114.66,4.0,Salvador/BA/Brasil,pix,Cancelado
TRX001742,08-28-2025,CLI00220,Notebook Prime,Eletrônicos,1700.50,4.0,Manaus/AM/Brasil,Cartao de Debito,Cancelado
TRX003949,21/04/2025,CLI01170,Jogo de Panelas,Casa,1317.37,3.0,Fortaleza/CE/Brasil,cartao de credito,Cancelado
TRX005902,2025-09-21,CLI00592,Liquidificador,Casa,388.55,1.0,SÃO PAULO - SP,PIX,concluido
TRX005849,01-03-2025,CLI00026,Notebook Prime,Eletrônicos,393.23,3.0,Manaus/AM/Brasil,Boleto,Em Processamento
TRX004013,03-23-2025,CLI00747,Aspirador de Pó,Casa,969.52,1.0,RECIFE - PE,,Em Processamento
TRX005018,2025-09-29,CLI00196,Vestido Casual,Moda,1234.29,1.0,Rio de Janeiro/RJ/Brasil,pix,Cancelado
TRX002958,23/02/2025,CLI00256,Bola de Futebol,Esporte,692.29,5.0,Curitiba/PR/Brasil,pix,Devolvido
TRX002700,25/10/2025,CLI00124,Jaqueta Corta-Vento,Moda,"R$ 451,92",4.0,São Paulo/SP/Brasil,PIX,concluido
TRX004677,26/01/2025,CLI01168,Aspirador de Pó,Casa,2948.26,4.0,Porto Alegre/RS/Brasil,cartao de credito,concluido
TRX001979,06-14-2025,CLI00456,Livro Infantil,Livros,"R$ 274,23",1.0,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Cancelado
TRX000477,12-30-2025,CLI00957,Camiseta Básica,Moda,584.99,3.0,Fortaleza/CE/Brasil,pix,concluido
TRX005834,03-09-2025,CLI00419,Corda de Pular,Esporte,"R$ 3.235,57",1.0,BELO HORIZONTE - MG,Cartao de Credito,Cancelado
TRX000627,07-25-2025,CLI01052,Notebook Prime,Eletrônicos,"R$ 2.401,16",4.0,Recife/PE/Brasil,Boleto,concluido
TRX001587,12/04/2025,CLI00210,Fone Bluetooth,Eletrônicos,2285.13,1.0,Fortaleza/CE/Brasil,Cartao de Debito,Cancelado
TRX003324,2025-08-29,CLI00531,Jogo de Panelas,Casa,3231.29,1.0,Belo Horizonte/MG/Brasil,pix,concluido
TRX005037,2025-09-03,CLI00350,Biografia,Livros,"R$ 1.810,37",4.0,BRASÍLIA - DF,PIX,concluido
TRX001558,08-25-2025,CLI00623,Calça Jeans,Moda,2465.65,5.0,Manaus/AM/Brasil,Cartao de Debito,Devolvido
TRX003989,09-05-2025,CLI00053,Corda de Pular,Esporte,"R$ 1.893,13",3.0,Brasília/DF/Brasil,Cartao de Debito,Devolvido
TRX005299,14/11/2025,CLI00363,Livro Técnico Python,Livros,2158.63,2.0,Brasília/DF/Brasil,PIX,Concluido
TRX003759,24/12/2025,CLI00360,Jogo de Panelas,Casa,948.54,1.0,Curitiba/PR/Brasil,Cartao de Debito,Cancelado
TRX002264,11/06/2025,CLI00748,Caixa de Som,Eletrônicos,"R$ 1.006,25",2.0,CURITIBA - PR,pix,Cancelado
TRX005909,28/11/2025,CLI00290,"Smart TV 50""",Eletrônicos,2107.95,1.0,Belo Horizonte/MG/Brasil,PIX,Concluido
TRX002806,2025-08-10,CLI00249,Biografia,LIVROS,1105.42,1.0,Rio de Janeiro/RJ/Brasil,PIX,Em Processamento
TRX001221,03-12-2025,CLI00363,Luminária LED,CASA,"R$ 1.921,86",2.0,BRASÍLIA - DF,Cartao de Debito,Em Processamento
TRX002551,08-01-2025,CLI00214,Calça Jeans,MODA,279.69,3.0,MANAUS - AM,Boleto,Concluido
TRX005648,2025-02-11,CLI00285,Livro Técnico Python,LIVROS,"R$ 435,50",3.0,Recife/PE/Brasil,Cartao de Credito,Concluido
TRX003935,2025-08-09,CLI00738,Fone Bluetooth,Eletrônicos,"R$ 1.760,57",1.0,Brasília/DF/Brasil,cartao de credito,Devolvido
TRX003887,2025-10-05,CLI01019,Aspirador de Pó,CASA,1373.71,5.0,Belo Horizonte/MG/Brasil,Boleto,Devolvido
TRX001426,2025-03-14,CLI00504,Jogo de Panelas,Casa,2419.98,5.0,Recife/PE/Brasil,PIX,Em Processamento
TRX001565,30/04/2025,CLI00414,Tapete de Yoga,Esporte,32.21,3.0,FORTALEZA - CE,Boleto,Concluido
TRX002446,2025-01-21,CLI00628,Caixa de Som,Eletrônicos,1582.73,1.0,Belo Horizonte/MG/Brasil,pix,Devolvido
TRX003529,2025-05-18,CLI00837,Notebook Prime,ELETRÔNICOS,"R$ 2.121,81",5.0,Brasília/DF/Brasil,Boleto,Concluido
TRX005234,2025-01-02,CLI00753,Liquidificador,Casa,1504.74,2.0,Fortaleza/CE/Brasil,Boleto,Cancelado
TRX001727,06-22-2025,CLI00516,Livro Infantil,LIVROS,"R$ 2.304,25",2.0,Brasília/DF/Brasil,Cartao de Debito,Cancelado
TRX004335,29/10/2025,CLI01172,Luminária LED,Casa,1283.78,5.0,Brasília/DF/Brasil,,concluido
TRX003140,25/01/2025,CLI00590,Quadrinho Clássico,LIVROS,"R$ 2.053,86",1.0,PORTO ALEGRE - RS,PIX,Devolvido
TRX004380,2025-07-25,CLI01032,Halteres 5kg,Esporte,"R$ 946,62",5.0,Fortaleza/CE/Brasil,PIX,Concluido
TRX002522,10-24-2025,CLI00647,Smartphone X10,ELETRÔNICOS,440.69,4.0,PORTO ALEGRE - RS,,Concluido
TRX003443,03/09/2025,CLI01050,Jogo de Panelas,Casa,446.85,4.0,PORTO ALEGRE - RS,pix,Cancelado
TRX002781,08-10-2025,,Notebook Prime,Eletrônicos,"R$ 2.889,52",3.0,CURITIBA - PR,pix,Cancelado
TRX005667,09-13-2025,CLI00703,Liquidificador,Casa,"R$ 317,59",5.0,Recife/PE/Brasil,pix,Devolvido
TRX003083,10-16-2025,CLI00849,Bicicleta Aro 29,ESPORTE,673.85,3.0,Brasília/DF/Brasil,Cartao de Credito,Cancelado
TRX001171,09-01-2025,CLI00335,Halteres 5kg,Esporte,"R$ 2.245,74",5.0,SALVADOR - BA,Cartao de Debito,concluido
TRX002318,07-10-2025,CLI01091,Bola de Futebol,ESPORTE,"R$ 833,54",1.0,SÃO PAULO - SP,cartao de credito,Concluido
TRX004658,29/01/2025,CLI00143,Vestido Casual,Moda,"R$ 2.557,47",3.0,Porto Alegre/RS/Brasil,Boleto,concluido
TRX001143,14/03/2025,CLI01195,Tapete de Yoga,Esporte,2730.58,2.0,Salvador/BA/Brasil,Cartao de Credito,Devolvido
TRX005659,2025-12-02,CLI00689,Notebook Prime,Eletrônicos,"R$ 1.802,07",5.0,BELO HORIZONTE - MG,pix,concluido
TRX003751,15/09/2025,CLI00244,Jogo de Panelas,Casa,1378.36,1.0,Salvador/BA/Brasil,PIX,Em Processamento
TRX001198,01-26-2025,CLI00322,Caixa de Som,Eletrônicos,1380.76,1.0,Fortaleza/CE/Brasil,cartao de credito,concluido
TRX002228,20/05/2025,CLI00676,Caixa de Som,Eletrônicos,"R$ 1.571,53",2.0,Belo Horizonte/MG/Brasil,pix,Cancelado
TRX001316,2025-11-25,CLI00083,Camiseta Básica,Moda,"R$ 2.664,59",5.0,CURITIBA - PR,cartao de credito,concluido
TRX000309,10/02/2025,CLI00583,Vestido Casual,Moda,623.27,5.0,Manaus/AM/Brasil,pix,concluido
TRX003185,09/12/2025,CLI00472,Biografia,Livros,1811.93,5.0,Manaus/AM/Brasil,pix,Devolvido
TRX004484,06-22-2025,CLI00355,Bola de Futebol,Esporte,"R$ 1.825,79",5.0,Fortaleza/CE/Brasil,cartao de credito,concluido
TRX000051,2025-11-03,CLI00623,Bola de Futebol,Esporte,1648.41,1.0,Fortaleza/CE/Brasil,Boleto,Devolvido
TRX003190,12-16-2025,CLI00079,"Smart TV 50""",Eletrônicos,3325.82,1.0,Brasília/DF/Brasil,,Concluido
TRX000507,23/09/2025,CLI00976,Smartphone X10,Eletrônicos,3111.45,4.0,São Paulo/SP/Brasil,Cartao de Debito,Em Processamento
TRX000324,13/07/2025,CLI01144,Notebook Prime,Eletrônicos,"R$ 1.118,84",2.0,FORTALEZA - CE,pix,Concluido
TRX002214,05-18-2025,CLI01081,Jogo de Panelas,Casa,3380.18,1.0,Fortaleza/CE/Brasil,Cartao de Debito,concluido
TRX003505,2025-12-06,CLI00639,Tapete de Yoga,Esporte,"R$ 3.249,26",4.0,SÃO PAULO - SP,PIX,Cancelado
TRX000673,2025-07-05,CLI00252,Caixa de Som,Eletrônicos,1615.06,1.0,Rio de Janeiro/RJ/Brasil,cartao de credito,Concluido
TRX001019,2025-01-02,CLI01124,Jogo de Panelas,CASA,3492.63,3.0,Porto Alegre/RS/Brasil,cartao de credito,Cancelado
TRX002410,04-19-2025,CLI00447,Halteres 5kg,Esporte,"R$ 2.630,88",5.0,Curitiba/PR/Brasil,Cartao de Credito,Em Processamento
TRX003732,2025-09-20,CLI00097,Biografia,Livros,"R$ 744,20",5.0,Curitiba/PR/Brasil,Cartao de Credito,concluido
TRX005506,06-06-2025,,Smartphone X10,Eletrônicos,1041.61,5.0,BELO HORIZONTE - MG,Cartao de Credito,Em Processamento
TRX002946,29/07/2025,CLI00684,Aspirador de Pó,Casa,"R$ 1.138,33",2.0,Brasília/DF/Brasil,Cartao de Debito,Concluido
TRX002747,22/09/2025,CLI01047,Jaqueta Corta-Vento,MODA,2339.97,1.0,Brasília/DF/Brasil,cartao de credito,Devolvido
TRX004400,10-10-2025,CLI00946,Halteres 5kg,Esporte,833.63,5.0,BRASÍLIA - DF,pix,Devolvido
TRX005111,12-16-2025,CLI00825,Caixa de Som,Eletrônicos,2554.94,5.0,Fortaleza/CE/Brasil,cartao de credito,Devolvido
TRX000320,08/05/2025,CLI00394,Kit Cama,Casa,1653.46,5.0,RIO DE JANEIRO - RJ,pix,Concluido
TRX003574,06-17-2025,CLI00634,Aspirador de Pó,Casa,"R$ 2.664,45",3.0,SÃO PAULO - SP,Cartao de Debito,Concluido
TRX004221,15/06/2025,CLI00420,Jaqueta Corta-Vento,MODA,850.93,4.0,Belo Horizonte/MG/Brasil,Boleto,Devolvido
TRX004336,2025-12-12,CLI00549,Bicicleta Aro 29,Esporte,"R$ 2.827,05",1.0,Porto Alegre/RS/Brasil,pix,concluido
TRX002125,2025-08-26,CLI00169,Vestido Casual,Moda,1404.20,3.0,PORTO ALEGRE - RS,Boleto,Cancelado
TRX001351,01-20-2025,CLI00491,Tênis Esportivo,Moda,2414.01,1.0,Rio de Janeiro/RJ/Brasil,Boleto,concluido
TRX002822,04-17-2025,CLI00897,Jaqueta Corta-Vento,Moda,"R$ 335,17",1.0,Fortaleza/CE/Brasil,,Devolvido
TRX001264,08/07/2025,CLI00732,Fone Bluetooth,Eletrônicos,3238.63,1.0,São Paulo/SP/Brasil,Boleto,Concluido
TRX002986,15/06/2025,CLI00144,Bola de Futebol,Esporte,3303.98,2.0,Porto Alegre/RS/Brasil,cartao de credito,Devolvido
TRX004183,05/07/2025,CLI00355,Smartphone X10,Eletrônicos,1681.57,2.0,Fortaleza/CE/Brasil,PIX,Em Processamento
TRX004992,05/12/2025,CLI01076,Jaqueta Corta-Vento,MODA,1395.07,2.0,São Paulo/SP/Brasil,Cartao de Debito,Em Processamento
TRX003935,2025-08-09,CLI00738,Fone Bluetooth,Eletrônicos,"R$ 1.760,57",1.0,Brasília/DF/Brasil,cartao de credito,Devolvido
TRX005422,2025-09-15,CLI00179,Halteres 5kg,ESPORTE,2901.40,5.0,Porto Alegre/RS/Brasil,PIX,Devolvido
TRX003826,2025-02-02,CLI00070,Vestido Casual,Moda,2500.23,3.0,Curitiba/PR/Brasil,Boleto,Devolvido
TRX001871,2025-07-19,CLI00123,Halteres 5kg,Esporte,1142.90,2.0,CURITIBA - PR,pix,Em Processamento
TRX001719,01-26-2025,CLI00371,Smartphone X10,Eletrônicos,"R$ 927,69",2.0,Manaus/AM/Brasil,pix,concluido
TRX000240,2025-02-15,CLI00010,Quadrinho Clássico,Livros,2226.23,3.0,BELO HORIZONTE - MG,cartao de credito,Em Processamento
TRX005175,2025-05-13,CLI01111,Quadrinho Clássico,Livros,3118.83,3.0,PORTO ALEGRE - RS,cartao de credito,concluido
TRX005082,07/07/2025,CLI00849,Tênis Esportivo,Moda,"R$ 2.390,45",1.0,Manaus/AM/Brasil,Boleto,concluido
TRX000200,24/09/2025,CLI00123,Vestido Casual,Moda,"R$ 1.729,72",4.0,Curitiba/PR/Brasil,PIX,Concluido
TRX001398,10-29-2025,CLI00529,Luminária LED,Casa,"R$ 1.497,02",5.0,Rio de Janeiro/RJ/Brasil,Cartao de Credito,Em Processamento
TRX003794,09-09-2025,CLI00087,Luminária LED,Casa,1979.33,5.0,Manaus/AM/Brasil,Cartao de Credito,Devolvido
TRX004382,08-30-2025,CLI00421,Corda de Pular,Esporte,1489.23,3.0,RIO DE JANEIRO - RJ,pix,Em Processamento
TRX003122,01-09-2025,CLI00601,Livro Técnico Python,Livros,"R$ 2.565,90",1.0,Curitiba/PR/Brasil,Cartao de Credito,Cancelado
TRX002465,11-03-2025,CLI00725,Calça Jeans,Moda,"R$ 251,04",4.0,Brasília/DF/Brasil,Cartao de Debito,Cancelado
TRX003835,2025-04-13,CLI00838,Camiseta Básica,Moda,"R$ 3.264,04",3.0,Recife/PE/Brasil,pix,Devolvido
TRX003738,29/01/2025,CLI00332,Smartphone X10,Eletrônicos,480.20,3.0,Rio de Janeiro/RJ/Brasil,Boleto,Cancelado
TRX004530,10-29-2025,CLI00096,Notebook Prime,Eletrônicos,273.90,3.0,Rio de Janeiro/RJ/Brasil,Boleto,Cancelado
TRX002964,2025-07-26,CLI00489,Tênis Esportivo,Moda,1437.19,1.0,Fortaleza/CE/Brasil,Cartao de Debito,Devolvido
TRX003211,14/09/2025,CLI00814,Vestido Casual,Moda,"R$ 1.908,75",4.0,RIO DE JANEIRO - RJ,pix,Concluido
TRX001129,27/03/2025,CLI01199,Camiseta Básica,Moda,2305.51,3.0,RECIFE - PE,Boleto,concluido
TRX000102,2025-07-04,CLI00723,Calça Jeans,Moda,20.45,4.0,Porto Alegre/RS/Brasil,Cartao de Debito,Devolvido
TRX004438,2025-12-14,CLI00280,Halteres 5kg,Esporte,1614.71,5.0,Brasília/DF/Brasil,pix,Em Processamento
TRX001895,12/10/2025,CLI00100,Vestido Casual,Moda,1696.14,2.0,Salvador/BA/Brasil,PIX,Cancelado
TRX000260,2025-11-20,CLI01050,Calça Jeans,Moda,2454.55,5.0,Recife/PE/Brasil,PIX,Cancelado
TRX004920,09-28-2025,CLI00728,Halteres 5kg,Esporte,1064.71,3.0,Porto Alegre/RS/Brasil,pix,Cancelado
TRX000536,03/06/2025,CLI00958,Camiseta Básica,Moda,"R$ 2.342,49",2.0,Salvador/BA/Brasil,Boleto,Concluido
TRX005260,01/02/2025,CLI00103,Livro Técnico Python,Livros,"R$ 2.178,90",,Manaus/AM/Brasil,Cartao de Credito,Em Processamento
TRX003591,25/03/2025,CLI00181,Tapete de Yoga,Esporte,1911.51,5.0,Fortaleza/CE/Brasil,Cartao de Debito,Cancelado
TRX005333,13/01/2025,CLI00934,Halteres 5kg,Esporte,"R$ 1.154,53",5.0,Porto Alegre/RS/Brasil,pix,Em Processamento
TRX005370,27/08/2025,CLI00127,Jogo de Panelas,Casa,408.72,5.0,Brasília/DF/Brasil,Boleto,Concluido
TRX002514,11-30-2025,CLI00820,Bicicleta Aro 29,Esporte,"R$ 1.223,18",5.0,Salvador/BA/Brasil,cartao de credito,Devolvido
TRX000788,2025-05-13,CLI01032,Liquidificador,Casa,"R$ 2.453,29",3.0,Curitiba/PR/Brasil,PIX,Concluido
TRX002516,10-09-2025,CLI00287,Livro Infantil,Livros,"R$ 488,31",4.0,São Paulo/SP/Brasil,cartao de credito,Concluido
TRX001194,12-27-2025,CLI01096,Kit Cama,Casa,747.78,5.0,SÃO PAULO - SP,pix,Cancelado
TRX004743,2025-01-14,CLI01028,Aspirador de Pó,Casa,"R$ 724,79",4.0,Recife/PE/Brasil,cartao de credito,Em Processamento
TRX005953,02-14-2025,CLI01020,Smartphone X10,Eletrônicos,2231.71,1.0,Recife/PE/Brasil,PIX,Concluido
TRX001236,31/10/2025,CLI01113,Quadrinho Clássico,Livros,"R$ 2.767,99",5.0,Manaus/AM/Brasil,cartao de credito,concluido
TRX004630,29/03/2025,CLI00157,Livro Técnico Python,Livros,1048.25,4.0,Brasília/DF/Brasil,pix,Devolvido
